NumberOfRuns,CROSSOVER,NIND,MAXGEN,ELITIST,PR_CROSS,PR_MUT,stoppingCriteria,n_percentage,delta,InitializationMethode,RepresentationMethode,Time,ShortestPath,Generations
10,xalt_edges,96,100,0.05,0.9,0.95,4,1,1,1,1,3.9384021,1512.4951668966,100
1,xalt_edges,128,100,0.05,0.9,0.95,4,1,1,1,1,4.8194355,1735.64348294749,100
2,xalt_edges,128,100,0.05,0.9,0.95,4,1,1,1,1,7.1461833,1735.64348294749,100
3,xalt_edges,128,100,0.05,0.9,0.95,4,1,1,1,1,5.4211964,1735.64348294749,100
4,xalt_edges,128,100,0.05,0.9,0.95,4,1,1,1,1,4.4901595,1735.64348294749,100
5,xalt_edges,128,100,0.05,0.9,0.95,4,1,1,1,1,3.860372,1735.64348294749,100
6,xalt_edges,128,100,0.05,0.9,0.95,4,1,1,1,1,6.0491508,1735.64348294749,100
7,xalt_edges,128,100,0.05,0.9,0.95,4,1,1,1,1,3.5027481,1735.64348294749,100
8,xalt_edges,128,100,0.05,0.9,0.95,4,1,1,1,1,3.7983784,1735.64348294749,100
9,xalt_edges,128,100,0.05,0.9,0.95,4,1,1,1,1,3.9529895,1735.64348294749,100
10,xalt_edges,128,100,0.05,0.9,0.95,4,1,1,1,1,3.4692969,1735.64348294749,100
1,xalt_edges,32,30,0,0.95,0.95,4,1,1,1,1,0.3044209,2223.62456231919,30
2,xalt_edges,32,30,0,0.95,0.95,4,1,1,1,1,0.3143849,2223.62456231919,30
3,xalt_edges,32,30,0,0.95,0.95,4,1,1,1,1,0.3144583,2223.62456231919,30
4,xalt_edges,32,30,0,0.95,0.95,4,1,1,1,1,0.2873918,2223.62456231919,30
5,xalt_edges,32,30,0,0.95,0.95,4,1,1,1,1,0.3184008,2223.62456231919,30
6,xalt_edges,32,30,0,0.95,0.95,4,1,1,1,1,0.295747,2223.62456231919,30
7,xalt_edges,32,30,0,0.95,0.95,4,1,1,1,1,0.2880142,2223.62456231919,30
8,xalt_edges,32,30,0,0.95,0.95,4,1,1,1,1,0.3049628,2223.62456231919,30
9,xalt_edges,32,30,0,0.95,0.95,4,1,1,1,1,0.3051699,2223.62456231919,30
10,xalt_edges,32,30,0,0.95,0.95,4,1,1,1,1,0.2833982,2223.62456231919,30
1,xalt_edges,64,30,0,0.95,0.95,4,1,1,1,1,0.6113019,2181.8541156153,30
2,xalt_edges,64,30,0,0.95,0.95,4,1,1,1,1,0.5651084,2181.8541156153,30
3,xalt_edges,64,30,0,0.95,0.95,4,1,1,1,1,0.6010034,2181.8541156153,30
4,xalt_edges,64,30,0,0.95,0.95,4,1,1,1,1,0.5876623,2181.8541156153,30
5,xalt_edges,64,30,0,0.95,0.95,4,1,1,1,1,0.5705484,2181.8541156153,30
6,xalt_edges,64,30,0,0.95,0.95,4,1,1,1,1,0.9276173,2181.8541156153,30
7,xalt_edges,64,30,0,0.95,0.95,4,1,1,1,1,1.3928559,2181.8541156153,30
8,xalt_edges,64,30,0,0.95,0.95,4,1,1,1,1,0.9394516,2181.8541156153,30
9,xalt_edges,64,30,0,0.95,0.95,4,1,1,1,1,0.6131875,2181.8541156153,30
10,xalt_edges,64,30,0,0.95,0.95,4,1,1,1,1,0.7619311,2181.8541156153,30
1,xalt_edges,96,30,0,0.95,0.95,4,1,1,1,1,0.9215253,2243.63547635039,30
2,xalt_edges,96,30,0,0.95,0.95,4,1,1,1,1,0.9229978,2243.63547635039,30
3,xalt_edges,96,30,0,0.95,0.95,4,1,1,1,1,0.9212219,2243.63547635039,30
4,xalt_edges,96,30,0,0.95,0.95,4,1,1,1,1,0.8908674,2243.63547635039,30
5,xalt_edges,96,30,0,0.95,0.95,4,1,1,1,1,0.8729026,2243.63547635039,30
6,xalt_edges,96,30,0,0.95,0.95,4,1,1,1,1,0.9015876,2243.63547635039,30
7,xalt_edges,96,30,0,0.95,0.95,4,1,1,1,1,0.914391,2243.63547635039,30
8,xalt_edges,96,30,0,0.95,0.95,4,1,1,1,1,0.8921673,2243.63547635039,30
9,xalt_edges,96,30,0,0.95,0.95,4,1,1,1,1,0.901948,2243.63547635039,30
10,xalt_edges,96,30,0,0.95,0.95,4,1,1,1,1,0.8975917,2243.63547635039,30
1,xalt_edges,128,30,0,0.95,0.95,4,1,1,1,1,1.1791303,2133.63902816342,30
2,xalt_edges,128,30,0,0.95,0.95,4,1,1,1,1,1.1911469,2133.63902816342,30
3,xalt_edges,128,30,0,0.95,0.95,4,1,1,1,1,1.2006174,2133.63902816342,30
4,xalt_edges,128,30,0,0.95,0.95,4,1,1,1,1,1.2443332,2133.63902816342,30
5,xalt_edges,128,30,0,0.95,0.95,4,1,1,1,1,1.1968927,2133.63902816342,30
6,xalt_edges,128,30,0,0.95,0.95,4,1,1,1,1,1.2193286,2133.63902816342,30
7,xalt_edges,128,30,0,0.95,0.95,4,1,1,1,1,1.5493823,2133.63902816342,30
8,xalt_edges,128,30,0,0.95,0.95,4,1,1,1,1,1.23107,2133.63902816342,30
9,xalt_edges,128,30,0,0.95,0.95,4,1,1,1,1,1.1851013,2133.63902816342,30
10,xalt_edges,128,30,0,0.95,0.95,4,1,1,1,1,1.1432966,2133.63902816342,30
1,xalt_edges,32,40,0,0.95,0.95,4,1,1,1,1,0.3923879,2139.71723621273,40
2,xalt_edges,32,40,0,0.95,0.95,4,1,1,1,1,0.3893147,2139.71723621273,40
3,xalt_edges,32,40,0,0.95,0.95,4,1,1,1,1,0.3779491,2139.71723621273,40
4,xalt_edges,32,40,0,0.95,0.95,4,1,1,1,1,0.4021562,2139.71723621273,40
5,xalt_edges,32,40,0,0.95,0.95,4,1,1,1,1,0.3827591,2139.71723621273,40
6,xalt_edges,32,40,0,0.95,0.95,4,1,1,1,1,0.3972624,2139.71723621273,40
7,xalt_edges,32,40,0,0.95,0.95,4,1,1,1,1,0.5722051,2139.71723621273,40
8,xalt_edges,32,40,0,0.95,0.95,4,1,1,1,1,0.4262016,2139.71723621273,40
9,xalt_edges,32,40,0,0.95,0.95,4,1,1,1,1,0.5951176,2139.71723621273,40
10,xalt_edges,32,40,0,0.95,0.95,4,1,1,1,1,0.493364,2139.71723621273,40
1,xalt_edges,64,40,0,0.95,0.95,4,1,1,1,1,1.9481679,2107.73424287956,40
2,xalt_edges,64,40,0,0.95,0.95,4,1,1,1,1,1.4535946,2107.73424287956,40
3,xalt_edges,64,40,0,0.95,0.95,4,1,1,1,1,2.1083875,2107.73424287956,40
4,xalt_edges,64,40,0,0.95,0.95,4,1,1,1,1,0.8306033,2107.73424287956,40
5,xalt_edges,64,40,0,0.95,0.95,4,1,1,1,1,1.7482515,2107.73424287956,40
6,xalt_edges,64,40,0,0.95,0.95,4,1,1,1,1,1.178962,2107.73424287956,40
7,xalt_edges,64,40,0,0.95,0.95,4,1,1,1,1,1.03559,2107.73424287956,40
8,xalt_edges,64,40,0,0.95,0.95,4,1,1,1,1,0.9154425,2107.73424287956,40
9,xalt_edges,64,40,0,0.95,0.95,4,1,1,1,1,1.4992181,2107.73424287956,40
10,xalt_edges,64,40,0,0.95,0.95,4,1,1,1,1,1.1658679,2107.73424287956,40
1,xalt_edges,96,40,0,0.95,0.95,4,1,1,1,1,1.3466693,2193.10174905362,40
2,xalt_edges,96,40,0,0.95,0.95,4,1,1,1,1,1.4548477,2193.10174905362,40
3,xalt_edges,96,40,0,0.95,0.95,4,1,1,1,1,1.1507402,2193.10174905362,40
4,xalt_edges,96,40,0,0.95,0.95,4,1,1,1,1,1.1856142,2193.10174905362,40
5,xalt_edges,96,40,0,0.95,0.95,4,1,1,1,1,1.3638572,2193.10174905362,40
6,xalt_edges,96,40,0,0.95,0.95,4,1,1,1,1,1.4385681,2193.10174905362,40
7,xalt_edges,96,40,0,0.95,0.95,4,1,1,1,1,2.2041512,2193.10174905362,40
8,xalt_edges,96,40,0,0.95,0.95,4,1,1,1,1,1.2828992,2193.10174905362,40
9,xalt_edges,96,40,0,0.95,0.95,4,1,1,1,1,1.5532433,2193.10174905362,40
10,xalt_edges,96,40,0,0.95,0.95,4,1,1,1,1,1.535358,2193.10174905362,40
1,xalt_edges,128,40,0,0.95,0.95,4,1,1,1,1,1.985728,2123.80874363221,40
2,xalt_edges,128,40,0,0.95,0.95,4,1,1,1,1,3.4320095,2123.80874363221,40
3,xalt_edges,128,40,0,0.95,0.95,4,1,1,1,1,3.3635868,2123.80874363221,40
4,xalt_edges,128,40,0,0.95,0.95,4,1,1,1,1,2.2021325,2123.80874363221,40
5,xalt_edges,128,40,0,0.95,0.95,4,1,1,1,1,1.6383296,2123.80874363221,40
6,xalt_edges,128,40,0,0.95,0.95,4,1,1,1,1,1.6342051,2123.80874363221,40
7,xalt_edges,128,40,0,0.95,0.95,4,1,1,1,1,1.8426911,2123.80874363221,40
8,xalt_edges,128,40,0,0.95,0.95,4,1,1,1,1,2.6725663,2123.80874363221,40
9,xalt_edges,128,40,0,0.95,0.95,4,1,1,1,1,2.6220308,2123.80874363221,40
10,xalt_edges,128,40,0,0.95,0.95,4,1,1,1,1,1.6553285,2123.80874363221,40
1,xalt_edges,32,60,0,0.95,0.95,4,1,1,1,1,0.6375252,2287.89769618691,60
2,xalt_edges,32,60,0,0.95,0.95,4,1,1,1,1,0.6171707,2287.89769618691,60
3,xalt_edges,32,60,0,0.95,0.95,4,1,1,1,1,0.9737397,2287.89769618691,60
4,xalt_edges,32,60,0,0.95,0.95,4,1,1,1,1,0.7170643,2287.89769618691,60
5,xalt_edges,32,60,0,0.95,0.95,4,1,1,1,1,1.1251723,2287.89769618691,60
6,xalt_edges,32,60,0,0.95,0.95,4,1,1,1,1,1.2781447,2287.89769618691,60
7,xalt_edges,32,60,0,0.95,0.95,4,1,1,1,1,1.8979838,2287.89769618691,60
8,xalt_edges,32,60,0,0.95,0.95,4,1,1,1,1,0.9878989,2287.89769618691,60
9,xalt_edges,32,60,0,0.95,0.95,4,1,1,1,1,0.7072553,2287.89769618691,60
10,xalt_edges,32,60,0,0.95,0.95,4,1,1,1,1,0.6520167,2287.89769618691,60
1,xalt_edges,64,60,0,0.95,0.95,4,1,1,1,1,1.4134877,2021.52443735797,60
2,xalt_edges,64,60,0,0.95,0.95,4,1,1,1,1,1.4053825,2021.52443735797,60
3,xalt_edges,64,60,0,0.95,0.95,4,1,1,1,1,1.4157659,2021.52443735797,60
4,xalt_edges,64,60,0,0.95,0.95,4,1,1,1,1,1.1917168,2021.52443735797,60
5,xalt_edges,64,60,0,0.95,0.95,4,1,1,1,1,1.2065864,2021.52443735797,60
6,xalt_edges,64,60,0,0.95,0.95,4,1,1,1,1,1.23337,2021.52443735797,60
7,xalt_edges,64,60,0,0.95,0.95,4,1,1,1,1,1.2245223,2021.52443735797,60
8,xalt_edges,64,60,0,0.95,0.95,4,1,1,1,1,1.211908,2021.52443735797,60
9,xalt_edges,64,60,0,0.95,0.95,4,1,1,1,1,1.2266008,2021.52443735797,60
10,xalt_edges,64,60,0,0.95,0.95,4,1,1,1,1,1.1993047,2021.52443735797,60
1,xalt_edges,96,60,0,0.95,0.95,4,1,1,1,1,1.7500766,2255.82326208232,60
2,xalt_edges,96,60,0,0.95,0.95,4,1,1,1,1,1.7710849,2255.82326208232,60
3,xalt_edges,96,60,0,0.95,0.95,4,1,1,1,1,2.0406545,2255.82326208232,60
4,xalt_edges,96,60,0,0.95,0.95,4,1,1,1,1,2.4356538,2255.82326208232,60
5,xalt_edges,96,60,0,0.95,0.95,4,1,1,1,1,2.4463293,2255.82326208232,60
6,xalt_edges,96,60,0,0.95,0.95,4,1,1,1,1,3.9433664,2255.82326208232,60
7,xalt_edges,96,60,0,0.95,0.95,4,1,1,1,1,2.1049018,2255.82326208232,60
8,xalt_edges,96,60,0,0.95,0.95,4,1,1,1,1,1.9405345,2255.82326208232,60
9,xalt_edges,96,60,0,0.95,0.95,4,1,1,1,1,2.2566913,2255.82326208232,60
10,xalt_edges,96,60,0,0.95,0.95,4,1,1,1,1,1.9427992,2255.82326208232,60
1,xalt_edges,128,60,0,0.95,0.95,4,1,1,1,1,2.4644714,2164.07635833066,60
2,xalt_edges,128,60,0,0.95,0.95,4,1,1,1,1,2.5358426,2164.07635833066,60
3,xalt_edges,128,60,0,0.95,0.95,4,1,1,1,1,2.6714081,2164.07635833066,60
4,xalt_edges,128,60,0,0.95,0.95,4,1,1,1,1,2.646437,2164.07635833066,60
5,xalt_edges,128,60,0,0.95,0.95,4,1,1,1,1,4.2028092,2164.07635833066,60
6,xalt_edges,128,60,0,0.95,0.95,4,1,1,1,1,3.443446,2164.07635833066,60
7,xalt_edges,128,60,0,0.95,0.95,4,1,1,1,1,2.5808848,2164.07635833066,60
8,xalt_edges,128,60,0,0.95,0.95,4,1,1,1,1,2.7695493,2164.07635833066,60
9,xalt_edges,128,60,0,0.95,0.95,4,1,1,1,1,2.6498963,2164.07635833066,60
10,xalt_edges,128,60,0,0.95,0.95,4,1,1,1,1,2.564861,2164.07635833066,60
1,xalt_edges,32,80,0,0.95,0.95,4,1,1,1,1,0.8669669,2233.30224382148,80
2,xalt_edges,32,80,0,0.95,0.95,4,1,1,1,1,0.8771744,2233.30224382148,80
3,xalt_edges,32,80,0,0.95,0.95,4,1,1,1,1,0.9053769,2233.30224382148,80
4,xalt_edges,32,80,0,0.95,0.95,4,1,1,1,1,0.8150398,2233.30224382148,80
5,xalt_edges,32,80,0,0.95,0.95,4,1,1,1,1,0.9261529,2233.30224382148,80
6,xalt_edges,32,80,0,0.95,0.95,4,1,1,1,1,0.8445078,2233.30224382148,80
7,xalt_edges,32,80,0,0.95,0.95,4,1,1,1,1,0.8381826,2233.30224382148,80
8,xalt_edges,32,80,0,0.95,0.95,4,1,1,1,1,0.8525938,2233.30224382148,80
9,xalt_edges,32,80,0,0.95,0.95,4,1,1,1,1,0.8019072,2233.30224382148,80
10,xalt_edges,32,80,0,0.95,0.95,4,1,1,1,1,0.8330677,2233.30224382148,80
1,xalt_edges,64,80,0,0.95,0.95,4,1,1,1,1,1.6476448,2244.29748080162,80
2,xalt_edges,64,80,0,0.95,0.95,4,1,1,1,1,1.6733468,2244.29748080162,80
3,xalt_edges,64,80,0,0.95,0.95,4,1,1,1,1,1.7101139,2244.29748080162,80
4,xalt_edges,64,80,0,0.95,0.95,4,1,1,1,1,1.8604316,2244.29748080162,80
5,xalt_edges,64,80,0,0.95,0.95,4,1,1,1,1,1.6601277,2244.29748080162,80
6,xalt_edges,64,80,0,0.95,0.95,4,1,1,1,1,1.6599633,2244.29748080162,80
7,xalt_edges,64,80,0,0.95,0.95,4,1,1,1,1,1.7136263,2244.29748080162,80
8,xalt_edges,64,80,0,0.95,0.95,4,1,1,1,1,1.7655576,2244.29748080162,80
9,xalt_edges,64,80,0,0.95,0.95,4,1,1,1,1,1.7699759,2244.29748080162,80
10,xalt_edges,64,80,0,0.95,0.95,4,1,1,1,1,2.0440094,2244.29748080162,80
1,xalt_edges,96,80,0,0.95,0.95,4,1,1,1,1,2.870937,1987.66722512972,80
2,xalt_edges,96,80,0,0.95,0.95,4,1,1,1,1,2.9158059,1987.66722512972,80
3,xalt_edges,96,80,0,0.95,0.95,4,1,1,1,1,3.165562,1987.66722512972,80
4,xalt_edges,96,80,0,0.95,0.95,4,1,1,1,1,3.3589778,1987.66722512972,80
5,xalt_edges,96,80,0,0.95,0.95,4,1,1,1,1,2.3370304,1987.66722512972,80
6,xalt_edges,96,80,0,0.95,0.95,4,1,1,1,1,2.4264121,1987.66722512972,80
7,xalt_edges,96,80,0,0.95,0.95,4,1,1,1,1,2.7331792,1987.66722512972,80
8,xalt_edges,96,80,0,0.95,0.95,4,1,1,1,1,2.3623615,1987.66722512972,80
9,xalt_edges,96,80,0,0.95,0.95,4,1,1,1,1,2.6693341,1987.66722512972,80
10,xalt_edges,96,80,0,0.95,0.95,4,1,1,1,1,3.4173564,1987.66722512972,80
1,xalt_edges,128,80,0,0.95,0.95,4,1,1,1,1,3.6779986,2133.41189533628,80
2,xalt_edges,128,80,0,0.95,0.95,4,1,1,1,1,3.6714481,2133.41189533628,80
3,xalt_edges,128,80,0,0.95,0.95,4,1,1,1,1,4.1149653,2133.41189533628,80
4,xalt_edges,128,80,0,0.95,0.95,4,1,1,1,1,3.2701398,2133.41189533628,80
5,xalt_edges,128,80,0,0.95,0.95,4,1,1,1,1,3.2361162,2133.41189533628,80
6,xalt_edges,128,80,0,0.95,0.95,4,1,1,1,1,4.7809584,2133.41189533628,80
7,xalt_edges,128,80,0,0.95,0.95,4,1,1,1,1,3.6246865,2133.41189533628,80
8,xalt_edges,128,80,0,0.95,0.95,4,1,1,1,1,3.3597608,2133.41189533628,80
9,xalt_edges,128,80,0,0.95,0.95,4,1,1,1,1,3.5179535,2133.41189533628,80
10,xalt_edges,128,80,0,0.95,0.95,4,1,1,1,1,3.5456317,2133.41189533628,80
1,xalt_edges,32,100,0,0.95,0.95,4,1,1,1,1,1.2446684,2303.91686751261,100
2,xalt_edges,32,100,0,0.95,0.95,4,1,1,1,1,1.8136891,2303.91686751261,100
3,xalt_edges,32,100,0,0.95,0.95,4,1,1,1,1,1.4971589,2303.91686751261,100
4,xalt_edges,32,100,0,0.95,0.95,4,1,1,1,1,1.2167612,2303.91686751261,100
5,xalt_edges,32,100,0,0.95,0.95,4,1,1,1,1,1.5536712,2303.91686751261,100
6,xalt_edges,32,100,0,0.95,0.95,4,1,1,1,1,1.238277,2303.91686751261,100
7,xalt_edges,32,100,0,0.95,0.95,4,1,1,1,1,1.0630121,2303.91686751261,100
8,xalt_edges,32,100,0,0.95,0.95,4,1,1,1,1,1.191834,2303.91686751261,100
9,xalt_edges,32,100,0,0.95,0.95,4,1,1,1,1,1.0573676,2303.91686751261,100
10,xalt_edges,32,100,0,0.95,0.95,4,1,1,1,1,1.1924206,2303.91686751261,100
1,xalt_edges,64,100,0,0.95,0.95,4,1,1,1,1,1.9824257,2140.08622820026,100
2,xalt_edges,64,100,0,0.95,0.95,4,1,1,1,1,1.9510489,2140.08622820026,100
3,xalt_edges,64,100,0,0.95,0.95,4,1,1,1,1,2.2526936,2140.08622820026,100
4,xalt_edges,64,100,0,0.95,0.95,4,1,1,1,1,2.3073429,2140.08622820026,100
5,xalt_edges,64,100,0,0.95,0.95,4,1,1,1,1,3.038461,2140.08622820026,100
6,xalt_edges,64,100,0,0.95,0.95,4,1,1,1,1,4.0586918,2140.08622820026,100
7,xalt_edges,64,100,0,0.95,0.95,4,1,1,1,1,2.5336818,2140.08622820026,100
8,xalt_edges,64,100,0,0.95,0.95,4,1,1,1,1,3.665428,2140.08622820026,100
9,xalt_edges,64,100,0,0.95,0.95,4,1,1,1,1,4.0026725,2140.08622820026,100
10,xalt_edges,64,100,0,0.95,0.95,4,1,1,1,1,2.1780002,2140.08622820026,100
1,xalt_edges,96,100,0,0.95,0.95,4,1,1,1,1,4.1987576,2156.58865242463,100
2,xalt_edges,96,100,0,0.95,0.95,4,1,1,1,1,3.1537378,2156.58865242463,100
3,xalt_edges,96,100,0,0.95,0.95,4,1,1,1,1,3.2612838,2156.58865242463,100
4,xalt_edges,96,100,0,0.95,0.95,4,1,1,1,1,3.4711309,2156.58865242463,100
5,xalt_edges,96,100,0,0.95,0.95,4,1,1,1,1,3.4087531,2156.58865242463,100
6,xalt_edges,96,100,0,0.95,0.95,4,1,1,1,1,4.0870657,2156.58865242463,100
7,xalt_edges,96,100,0,0.95,0.95,4,1,1,1,1,3.085868,2156.58865242463,100
8,xalt_edges,96,100,0,0.95,0.95,4,1,1,1,1,3.2841504,2156.58865242463,100
9,xalt_edges,96,100,0,0.95,0.95,4,1,1,1,1,3.1316527,2156.58865242463,100
10,xalt_edges,96,100,0,0.95,0.95,4,1,1,1,1,3.0921222,2156.58865242463,100
1,xalt_edges,128,100,0,0.95,0.95,4,1,1,1,1,4.1563802,2055.15191594889,100
2,xalt_edges,128,100,0,0.95,0.95,4,1,1,1,1,4.2091696,2055.15191594889,100
3,xalt_edges,128,100,0,0.95,0.95,4,1,1,1,1,5.4080442,2055.15191594889,100
4,xalt_edges,128,100,0,0.95,0.95,4,1,1,1,1,4.1720621,2055.15191594889,100
5,xalt_edges,128,100,0,0.95,0.95,4,1,1,1,1,3.9378164,2055.15191594889,100
6,xalt_edges,128,100,0,0.95,0.95,4,1,1,1,1,4.1418783,2055.15191594889,100
7,xalt_edges,128,100,0,0.95,0.95,4,1,1,1,1,4.135425,2055.15191594889,100
8,xalt_edges,128,100,0,0.95,0.95,4,1,1,1,1,6.199647,2055.15191594889,100
9,xalt_edges,128,100,0,0.95,0.95,4,1,1,1,1,7.7438678,2055.15191594889,100
10,xalt_edges,128,100,0,0.95,0.95,4,1,1,1,1,4.0425611,2055.15191594889,100
1,xalt_edges,32,30,0.05,0.95,0.95,4,1,1,1,1,0.2952911,1962.11991197291,30
2,xalt_edges,32,30,0.05,0.95,0.95,4,1,1,1,1,0.3763136,1962.11991197291,30
3,xalt_edges,32,30,0.05,0.95,0.95,4,1,1,1,1,0.2798094,1962.11991197291,30
4,xalt_edges,32,30,0.05,0.95,0.95,4,1,1,1,1,0.2795358,1962.11991197291,30
5,xalt_edges,32,30,0.05,0.95,0.95,4,1,1,1,1,0.3004394,1962.11991197291,30
6,xalt_edges,32,30,0.05,0.95,0.95,4,1,1,1,1,0.3036668,1962.11991197291,30
7,xalt_edges,32,30,0.05,0.95,0.95,4,1,1,1,1,0.3804331,1962.11991197291,30
8,xalt_edges,32,30,0.05,0.95,0.95,4,1,1,1,1,0.4548696,1962.11991197291,30
9,xalt_edges,32,30,0.05,0.95,0.95,4,1,1,1,1,0.3811811,1962.11991197291,30
10,xalt_edges,32,30,0.05,0.95,0.95,4,1,1,1,1,0.41083,1962.11991197291,30
1,xalt_edges,64,30,0.05,0.95,0.95,4,1,1,1,1,0.6270564,1806.129625118,30
2,xalt_edges,64,30,0.05,0.95,0.95,4,1,1,1,1,0.6211404,1806.129625118,30
3,xalt_edges,64,30,0.05,0.95,0.95,4,1,1,1,1,0.8985156,1806.129625118,30
4,xalt_edges,64,30,0.05,0.95,0.95,4,1,1,1,1,0.5888007,1806.129625118,30
5,xalt_edges,64,30,0.05,0.95,0.95,4,1,1,1,1,0.730819,1806.129625118,30
6,xalt_edges,64,30,0.05,0.95,0.95,4,1,1,1,1,0.6739503,1806.129625118,30
7,xalt_edges,64,30,0.05,0.95,0.95,4,1,1,1,1,0.7732715,1806.129625118,30
8,xalt_edges,64,30,0.05,0.95,0.95,4,1,1,1,1,0.6378333,1806.129625118,30
9,xalt_edges,64,30,0.05,0.95,0.95,4,1,1,1,1,0.6783655,1806.129625118,30
10,xalt_edges,64,30,0.05,0.95,0.95,4,1,1,1,1,0.7407677,1806.129625118,30
1,xalt_edges,96,30,0.05,0.95,0.95,4,1,1,1,1,0.989945,1799.4318020568,30
2,xalt_edges,96,30,0.05,0.95,0.95,4,1,1,1,1,1.0268364,1799.4318020568,30
3,xalt_edges,96,30,0.05,0.95,0.95,4,1,1,1,1,1.1512471,1799.4318020568,30
4,xalt_edges,96,30,0.05,0.95,0.95,4,1,1,1,1,0.8893221,1799.4318020568,30
5,xalt_edges,96,30,0.05,0.95,0.95,4,1,1,1,1,0.8644102,1799.4318020568,30
6,xalt_edges,96,30,0.05,0.95,0.95,4,1,1,1,1,0.9753762,1799.4318020568,30
7,xalt_edges,96,30,0.05,0.95,0.95,4,1,1,1,1,0.9973414,1799.4318020568,30
8,xalt_edges,96,30,0.05,0.95,0.95,4,1,1,1,1,1.0359466,1799.4318020568,30
9,xalt_edges,96,30,0.05,0.95,0.95,4,1,1,1,1,0.9863639,1799.4318020568,30
10,xalt_edges,96,30,0.05,0.95,0.95,4,1,1,1,1,1.037642,1799.4318020568,30
1,xalt_edges,128,30,0.05,0.95,0.95,4,1,1,1,1,1.3521842,1759.2786408814,30
2,xalt_edges,128,30,0.05,0.95,0.95,4,1,1,1,1,1.2823936,1759.2786408814,30
3,xalt_edges,128,30,0.05,0.95,0.95,4,1,1,1,1,1.2360713,1759.2786408814,30
4,xalt_edges,128,30,0.05,0.95,0.95,4,1,1,1,1,1.32116,1759.2786408814,30
5,xalt_edges,128,30,0.05,0.95,0.95,4,1,1,1,1,1.2936596,1759.2786408814,30
6,xalt_edges,128,30,0.05,0.95,0.95,4,1,1,1,1,1.3857637,1759.2786408814,30
7,xalt_edges,128,30,0.05,0.95,0.95,4,1,1,1,1,1.4209401,1759.2786408814,30
8,xalt_edges,128,30,0.05,0.95,0.95,4,1,1,1,1,1.39528,1759.2786408814,30
9,xalt_edges,128,30,0.05,0.95,0.95,4,1,1,1,1,1.1189645,1759.2786408814,30
10,xalt_edges,128,30,0.05,0.95,0.95,4,1,1,1,1,1.2688035,1759.2786408814,30
1,xalt_edges,32,40,0.05,0.95,0.95,4,1,1,1,1,0.3736893,1900.0059876885,40
2,xalt_edges,32,40,0.05,0.95,0.95,4,1,1,1,1,0.3838406,1900.0059876885,40
3,xalt_edges,32,40,0.05,0.95,0.95,4,1,1,1,1,0.3883846,1900.0059876885,40
4,xalt_edges,32,40,0.05,0.95,0.95,4,1,1,1,1,0.4331121,1900.0059876885,40
5,xalt_edges,32,40,0.05,0.95,0.95,4,1,1,1,1,0.3960317,1900.0059876885,40
6,xalt_edges,32,40,0.05,0.95,0.95,4,1,1,1,1,0.5080627,1900.0059876885,40
7,xalt_edges,32,40,0.05,0.95,0.95,4,1,1,1,1,0.526432,1900.0059876885,40
8,xalt_edges,32,40,0.05,0.95,0.95,4,1,1,1,1,0.3904438,1900.0059876885,40
9,xalt_edges,32,40,0.05,0.95,0.95,4,1,1,1,1,0.4011141,1900.0059876885,40
10,xalt_edges,32,40,0.05,0.95,0.95,4,1,1,1,1,0.6495936,1900.0059876885,40
1,xalt_edges,64,40,0.05,0.95,0.95,4,1,1,1,1,1.3172048,1806.129625118,40
2,xalt_edges,64,40,0.05,0.95,0.95,4,1,1,1,1,1.2994428,1806.129625118,40
3,xalt_edges,64,40,0.05,0.95,0.95,4,1,1,1,1,1.2190911,1806.129625118,40
4,xalt_edges,64,40,0.05,0.95,0.95,4,1,1,1,1,0.963789,1806.129625118,40
5,xalt_edges,64,40,0.05,0.95,0.95,4,1,1,1,1,0.7288146,1806.129625118,40
6,xalt_edges,64,40,0.05,0.95,0.95,4,1,1,1,1,0.8497772,1806.129625118,40
7,xalt_edges,64,40,0.05,0.95,0.95,4,1,1,1,1,0.9828127,1806.129625118,40
8,xalt_edges,64,40,0.05,0.95,0.95,4,1,1,1,1,1.1777021,1806.129625118,40
9,xalt_edges,64,40,0.05,0.95,0.95,4,1,1,1,1,1.2751188,1806.129625118,40
10,xalt_edges,64,40,0.05,0.95,0.95,4,1,1,1,1,0.9209551,1806.129625118,40
1,xalt_edges,96,40,0.05,0.95,0.95,4,1,1,1,1,1.6793435,1799.4318020568,40
2,xalt_edges,96,40,0.05,0.95,0.95,4,1,1,1,1,1.7525471,1799.4318020568,40
3,xalt_edges,96,40,0.05,0.95,0.95,4,1,1,1,1,1.612819,1799.4318020568,40
4,xalt_edges,96,40,0.05,0.95,0.95,4,1,1,1,1,1.8305491,1799.4318020568,40
5,xalt_edges,96,40,0.05,0.95,0.95,4,1,1,1,1,1.6096737,1799.4318020568,40
6,xalt_edges,96,40,0.05,0.95,0.95,4,1,1,1,1,1.3050567,1799.4318020568,40
7,xalt_edges,96,40,0.05,0.95,0.95,4,1,1,1,1,1.5316865,1799.4318020568,40
8,xalt_edges,96,40,0.05,0.95,0.95,4,1,1,1,1,1.3893426,1799.4318020568,40
9,xalt_edges,96,40,0.05,0.95,0.95,4,1,1,1,1,1.3672295,1799.4318020568,40
10,xalt_edges,96,40,0.05,0.95,0.95,4,1,1,1,1,1.3808027,1799.4318020568,40
